School,SchoolID,first_name,last_name,gender,OEN,Student Grade Level,Enrollment Status,Reporting Period,Resp,Ind Work,Init,Org,Coll,Self Regulation,Read,Write,Oral Comm,Media Lit,Listen French ,Speak French ,Read French ,Write French,Num Sense Numeration,Meas,Geom and Spatial,Patt and Alg,Data Mgt,Science and Tech,Hist,Geog,Soc Studies,Health,Phys Ed,Dance,Drama,Music,Vis Arts
Hazelcrest PS,2390,Corrianne,Mabon,Female,931626893,2,0,R1,E,G,E,E,S,E,D,D+,B+,B-,,,,,C-,B,,C-,C-,B,,,B-,B+,A,A+,A,,C
Hazelcrest PS,2390,Joann,Hilldrup,Female,310012433,2,0,R1,S,S,S,S,S,N,R,R,C+,B,,,,,A-,B+,C-,C,B,B-,,,C-,B,B-,A-,B,,C-
Hazelcrest PS,2390,Sharline,Yve,Female,939268439,2,0,R1,G,S,S,S,G,G,B-,C,B+,B-,,,,,B-,B,,C,B-,B-,,,C,A,A,A,A,,C
Hazelcrest PS,2390,Idaline,Katzmann,Female,257433599,1,0,R1,G,E,G,E,G,G,B,B,B,B+,,,,,B+,,A-,B,B+,A-,,,A-,B,A-,B-,B+,,A-
Hazelcrest PS,2390,Christiana,Deeley,Female,209724256,3,0,R1,N,N,N,N,S,N,C-,C,C,C,,,,,C-,R,,C-,R,D,,,C-,B-,B-,A,A,,B-
Hazelcrest PS,2390,Joseito,Evitt,Male,409670935,5,0,R1,G,G,G,G,E,G,B+,B+,A,A,A,A,A-,,A-,A,,A,A,B+,,,A,I,B+,,A,B+,B+
Hazelcrest PS,2390,Lesley,Nellis,Male,363078590,3,0,R1,S,S,S,S,S,S,C+,C+,B-,B,,,,,B+,A,,A,A,B,,,B,A,B,A,B+,,C-
Hazelcrest PS,2390,Rad,Lamerton,Male,427072866,7,0,R1,G,G,G,S,G,S,72,63,64,76,58,68,65,68,62,60,,78,64,88,,,,72,78,,75,66,67
Hazelcrest PS,2390,Alfreda,Littledike,Female,928915619,4,0,R1,E,E,G,E,S,G,A,B+,B,A,B+,A-,,,A-,A-,,A-,A-,B+,,,B+,A,A-,A+,,A,A-
Hazelcrest PS,2390,Larina,Jakobssen,Female,190811182,1,0,R1,S,S,S,G,G,S,A,C,B+,B+,,,,,A,A-,B+,B-,B,B+,,,C+,C,A,B-,C+,,C+
Hazelcrest PS,2390,Mathilda,Yerbury,Female,982361583,1,0,R1,G,S,G,G,G,G,C+,C,B,B,,,,,C+,,B,B-,B-,B,,,B,B+,B-,B,B,,A-
Hazelcrest PS,2390,Kinsley,Sturch,Male,262160500,2,0,R1,G,S,S,G,S,S,A,B,B+,B+,,,,,A,A,A-,A,A-,A,,,A-,A,C,D,D,,A-
Hazelcrest PS,2390,Marigold,Farebrother,Female,811194226,3,0,R1,G,G,G,G,G,G,B-,B-,B,B,,,,,B+,B,,A,A,B-,,,B,A,A+,A+,A,,C+
Hazelcrest PS,2390,Sonnie,Unthank,Female,437495249,1,0,R1,G,G,G,E,E,G,A,B+,A,A,,,,,A-,A-,B+,A,B+,B+,,,A-,A,A,B-,B,,B+
Hazelcrest PS,2390,Daron,Tompion,Male,701696485,5,0,R1,G,G,G,G,G,S,B-,B-,B-,C+,A-,B+,B,,B+,B+,,A-,B-,B-,,,B-,B,B,,A,A-,B
Hazelcrest PS,2390,Homere,Atwool,Male,742444899,7,0,R1,S,N,S,N,G,S,68,62,83,76,73,68,68,63,53,70,,81,71,75,,,,76,80,,77,60,75
Hazelcrest PS,2390,Charmion,Alchin,Female,888192332,5,0,R1,G,G,G,G,G,G,C+,B-,B-,B,A,A,A+,,C+,B+,,A-,C,C,,,B-,B,B-,,A,A-,B
Hazelcrest PS,2390,Pat,Cockett,Male,532380007,1,0,R1,G,G,G,G,G,G,B-,B,B+,B+,,,,,B+,,B,B+,B-,A-,,,A-,A-,B+,A-,B+,,B-
Hazelcrest PS,2390,Reta,McAw,Female,918104073,2,0,R1,N,S,S,N,N,N,D,D,B+,B,,,,,B-,A,C-,C+,B,B,,,C-,B-,B,B+,B-,,C-
Hazelcrest PS,2390,Maddalena,Pinard,Female,455293957,4,0,R1,G,G,G,G,G,G,C,C,B+,B-,A,B,,,B,B-,,B+,C,B+,,,B-,C,B+,,B-,B,B
Hazelcrest PS,2390,Archaimbaud,Lemar,Male,115628683,1,0,R1,G,G,G,G,G,G,B-,B,B+,B+,,,,,B,,B-,B-,B-,B-,,,B+,B+,B+,B+,A,,A
Hazelcrest PS,2390,Britney,Deevey,Female,191726919,7,0,R1,E,E,E,E,E,E,93,94,88,94,90,95,88,90,79,88,,72,75,88,,,,90,82,,82,95,86
Hazelcrest PS,2390,Loren,Le Strange,Female,608292397,3,0,R1,E,E,E,E,E,E,A,A,A,A,,,,,A,A,,A,A,A,,,A,A,A-,A,A-,,A
Hazelcrest PS,2390,Lucias,Baurerich,Male,436023246,4,0,R1,S,S,S,G,S,S,C-,C-,B,C,A-,B-,,,B,B+,,B,A,B+,,,C,C+,B+,,D,B,B-
Hazelcrest PS,2390,Linnea,Lefridge,Female,854442580,6,0,R1,S,G,G,S,S,S,B,C+,C,B-,A-,A-,A+,B+,B-,C+,,A,C,C,,,C,B,A-,,A,C,C
Hazelcrest PS,2390,Maryann,Murdie,Female,524367429,5,0,R1,G,G,G,G,S,G,C-,B-,B-,B,B,B+,B+,,B,C+,,B-,C+,D-,,,C,B-,B,,A-,A,B
Hazelcrest PS,2390,Richard,Brimelow,Male,991131274,7,0,R1,N,S,S,S,G,N,58,61,71,65,68,65,55,63,61,71,,50,74,51,,,,71,78,,65,I,76
Hazelcrest PS,2390,Clio,Berrey,Female,704497671,3,0,R1,G,G,S,G,G,G,C+,B-,C+,B,,,,,B,B,,B,C,C+,,,B+,B,A-,B+,B+,,B
Hazelcrest PS,2390,Zacharia,Halley,Male,619653751,8,0,R1,E,E,E,E,E,E,88,89,87,86,95,93,93,95,84,88,,86,84,93,,,,88,84,,84,76,90
Hazelcrest PS,2390,Ly,Vispo,Male,432020026,6,0,R1,E,E,E,E,E,G,B+,B+,A,A,A,A+,A,A-,B+,B+,,A-,A-,C,,,A-,A,A-,,A,A,A-
Hazelcrest PS,2390,Thomasina,McGiffin,Female,860452656,6,0,R1,S,G,E,G,G,G,B-,B-,B,B-,B+,B+,B,B+,B+,A-,,A,A-,A-,,,A,B+,A-,,B-,A,B
Hazelcrest PS,2390,Alice,Paulin,Female,312520383,7,0,R1,E,E,E,E,E,G,82,81,74,82,88,95,98,88,83,77,,80,85,80,,,,83,85,,83,76,77
Hazelcrest PS,2390,Abe,Cape,Male,455701302,2,0,R1,N,N,N,N,N,N,D,R,D,C,,,,,R,I,,D,I,B-,,,D,I,B-,B,B-,,C
Hazelcrest PS,2390,Jacklyn,Geater,Female,820412092,8,0,R1,S,S,N,S,G,S,55,54,74,68,90,88,90,78,60,65,,70,74,53,,,,74,86,,72,78,85
Hazelcrest PS,2390,Cale,Mertin,Male,503929559,1,0,R1,S,S,S,S,G,S,C+,C,B-,B,,,,,C+,,B,C+,C+,B-,,,B-,B,B,B-,B-,,C
Hazelcrest PS,2390,Spence,Veldman,Male,674461492,1,0,R1,S,S,S,S,N,S,B+,B,C-,B-,,,,,C,B,B-,B+,C,C,,,B+,B,C,A,C,,B+
Hazelcrest PS,2390,Lise,Bessom,Female,231269548,2,0,R1,S,G,E,E,G,G,A+,A,A,A-,,,,,A,A,,A,A-,A-,,,B-,A,B+,A,A,,B-
Hazelcrest PS,2390,Hastings,Moffett,Male,177292922,4,0,R1,E,E,E,E,E,E,A,A,A,A-,A+,A+,,,A,A,,A,A,A,,,A,A,B,,A,A,A
Hazelcrest PS,2390,Davon,Purton,Male,896454266,2,0,R1,N,N,N,N,S,S,D,C-,C-,B-,,,,,D,B-,,D,C-,B-,,,C-,B,B-,A,A-,,C-
Hazelcrest PS,2390,Delaney,Rubery,Male,975419548,4,0,R1,G,E,E,G,G,E,B+,B,A,B+,A,A+,,,B,B+,,B+,B+,A,,,A,A,A,,A-,A,A
Hazelcrest PS,2390,Edlin,Lyon,Male,619968334,3,0,R1,S,G,E,E,G,G,A,A,A,A,,,,,A,A,,A,A,A,,,A,A-,B+,A,B,,A
Hazelcrest PS,2390,Shaine,Jensen,Female,315680330,6,0,R1,E,E,E,E,E,E,A-,A-,A,A-,A,A,A-,B+,A-,A-,,A,A-,A,,,A,A,B,,A,A+,B+
Hazelcrest PS,2390,Timmy,Fishbourne,Female,623842121,6,0,R1,G,S,S,G,G,G,B-,B-,B,B-,A-,A+,A,A-,B+,B+,,A,B,B+,,,B,B,B-,,A,A,B-
Hazelcrest PS,2390,Orv,Abby,Male,366139939,8,0,R1,E,E,E,E,E,E,90,91,90,91,95,93,98,90,98,98,,90,82,91,,,,89,85,,86,62,87
Hazelcrest PS,2390,Joaquin,Lace,Male,976780837,3,0,R1,S,S,N,S,N,N,B,C,B+,C,,,,,B-,C+,,B-,B+,B,,,B+,A,B+,A,,A,C
Hazelcrest PS,2390,Daphene,Vigneron,Female,364097268,5,0,R1,G,G,G,G,G,G,B,B-,B,B,A,A,A+,,A,A,,A+,B+,A-,,,B-,B,B+,,A-,A-,B
Hazelcrest PS,2390,Hubie,Bourdis,Male,392808137,7,0,R1,G,G,S,S,G,S,63,65,62,65,75,78,55,65,69,63,,64,65,60,,,,70,72,,84,65,66
Hazelcrest PS,2390,Sheri,Tanti,Female,923188456,5,0,R1,G,S,S,S,S,S,C+,C,C+,B-,A,B,B+,,B,A,,B,C,C,,,C+,B,B,,B,C-,B
Hazelcrest PS,2390,Denise,Josilevich,Female,438195656,3,0,R1,N,N,G,N,S,G,R,R,C,C,,,,,D,D,,D,D-,D,,,D,C+,B,B+,B-,,B-
Hazelcrest PS,2390,Zebulen,Paolini,Male,321911881,5,0,R1,S,N,S,S,S,N,R,R,C-,C,D,C+,C,,C,D-,,A-,D+,D-,,,R,B-,B,,B,C,B-
Hazelcrest PS,2390,Betsey,Leivers,Female,447413936,5,0,R1,E,G,E,E,G,G,B+,B+,B-,B,A,B+,A+,,A-,C,,B-,B+,A,,,B,B,B,,A,A,B
Hazelcrest PS,2390,Florentia,Tredwell,Female,136510433,6,0,R1,E,E,E,E,E,G,B+,A-,A,A,A,A+,A,A-,A-,B+,,A-,A-,C,,,A,A,A,,A,A-,A
Hazelcrest PS,2390,Bradley,Bediss,Male,863437700,5,0,R1,S,S,S,G,S,S,C,C+,C+,B-,B+,C+,A-,,B,C-,,B,B,C,,,C,B,B,,A,D-,B
Hazelcrest PS,2390,Emmery,Pancost,Male,878463598,8,0,R1,S,G,S,G,G,G,67,63,79,65,75,75,78,68,54,85,,75,70,67,,,,77,80,,73,90,83
Hazelcrest PS,2390,Jonah,Gilbane,Male,660899800,8,0,R1,S,S,S,G,G,G,61,60,76,67,75,73,75,68,80,62,,83,78,55,,,,73,75,,73,68,81
Hazelcrest PS,2390,Nickey,Danaher,Male,501706512,1,0,R1,G,G,G,G,G,G,C+,C+,B-,B,,,,,C+,,B,C+,B-,B-,,,B,B,C+,C+,B-,,B+
Hazelcrest PS,2390,Lorette,Giddy,Female,568413875,2,0,R1,S,N,S,S,S,S,B-,B,C-,C,,,,,C-,B,,C-,C-,B,,,A-,A,B-,B-,B,,B-
Hazelcrest PS,2390,Hilarius,Yelyashev,Male,486584506,2,0,R1,S,G,G,G,N,N,A,B-,B-,B+,,,,,A-,A+,A,A,A,A,,,A,A,A,B,A,,B-
Hazelcrest PS,2390,Beilul,Fetherstonhaugh,Female,970481853,6,0,R1,G,G,G,G,G,G,B+,B,C+,B+,A+,A-,A+,B+,A,A,,A,B+,B,,,B+,B+,B,,B,C,B
Hazelcrest PS,2390,Marmaduke,Cossell,Male,810465547,1,0,R1,G,G,G,G,G,G,B,B,A-,B+,,,,,B,,A-,B,B-,B+,,,A-,B,B,B,B,,A
Hazelcrest PS,2390,Merv,Atcock,Male,946377224,7,0,R1,G,E,G,E,E,E,78,76,82,65,78,75,83,78,64,I,,74,81,78,,,,82,90,,77,66,82
Hazelcrest PS,2390,Desiri,Tumini,Female,127113693,1,0,R1,G,G,S,S,G,G,A,B+,B,A,,,,,B+,A-,B+,B+,A-,A,,,A,B-,C,B+,B-,,B+
Hazelcrest PS,2390,Edd,Santi,Male,427988248,3,0,R1,E,G,G,G,G,G,B,B+,B,B+,,,,,B+,C+,,A,A,B,,,A-,A,A-,A-,B+,,A-
Hazelcrest PS,2390,Delmer,Hutchcraft,Male,957928935,4,0,R1,G,S,S,G,G,S,C,C,B-,C,C,C,,,C+,C,,C,C,B,,,C,B-,B,,B,B,B-
Hazelcrest PS,2390,Carin,Bembrick,Female,765911826,8,0,R1,S,G,S,G,G,G,61,62,73,67,73,75,68,73,86,67,,85,78,57,,,,77,90,,77,78,77
Hazelcrest PS,2390,Winny,Stuckley,Female,433068138,4,0,R1,N,G,N,G,N,N,B-,B-,C,B+,C,C+,,,B,A,,B,A,B-,,,A-,B,A-,C,,C,A
Hazelcrest PS,2390,Nicholle,Santori,Female,908054807,5,0,R1,E,E,E,E,E,E,B,B+,B+,B+,A,A,A-,,A,A,,A,A,A,,,A,A,A,,B-,A,B+
Hazelcrest PS,2390,Wallache,Tidbold,Male,727842797,6,0,R1,N,S,N,N,G,S,C-,D+,D+,B,C,C+,C+,B+,C,C-,,C,C+,C,,,C-,C-,B-,,D,I,C
Hazelcrest PS,2390,Kaila,Grissett,Female,744869855,4,0,R1,G,G,G,G,G,G,C,C,C,B-,C,B-,,,C,B-,,C+,B+,B-,,,C-,B,B,,D,B-,B+
Hazelcrest PS,2390,Evangeline,Raubenheimer,Female,247738433,4,0,R1,S,G,N,S,S,G,C+,B,C-,B,B,B+,,,B,C,,C,B,C,,,B-,B-,B-,I,,C,B-
Hazelcrest PS,2390,Stinky,Fursse,Male,161944619,5,0,R1,G,G,G,G,G,G,B-,B-,B+,B+,B+,B+,A+,,C,B-,,C,A,B+,,,B,A,B,,A,B,B+
Hazelcrest PS,2390,Mathew,Davidove,Male,726051968,4,0,R1,S,S,S,G,G,S,C,C,B,C+,B,C,,,B,B+,,B-,C,B+,,,B+,C,B-,,B,B,C+
Hazelcrest PS,2390,Margie,Loft,Female,785040095,8,0,R1,S,S,S,G,S,S,70,70,79,81,78,68,73,73,54,63,,75,71,61,,,,77,83,,78,68,82
Hazelcrest PS,2390,Margeaux,McWhan,Female,350876363,7,0,R1,G,G,G,G,G,G,66,68,66,65,78,75,75,73,68,69,,65,72,66,,,,70,80,,77,65,78
Hazelcrest PS,2390,Dewie,Organ,Male,122930666,8,0,R1,G,G,G,G,G,G,72,70,81,77,68,68,65,75,50,54,,R,75,58,,,,82,74,,76,66,81
Hazelcrest PS,2390,Olivia,Petriello,Female,679001640,5,0,R1,S,S,S,S,S,S,C,C,C-,C,A+,B,A+,,C+,B-,,B-,D+,C-,,,C+,B,B,,A,B,B
Hazelcrest PS,2390,Bernete,Prescote,Female,385683959,6,0,R1,G,G,E,E,E,G,B-,B-,B,B+,A-,A+,B+,B+,B+,A-,,A-,A-,A-,,,A-,B,A-,,A,A+,B
Hazelcrest PS,2390,Major,Jobson,Male,995323037,1,0,R1,G,E,G,G,G,G,A-,B+,B+,B+,,,,,A-,,B+,B-,B,B,,,B+,A-,B+,A,B,,B+
Hazelcrest PS,2390,Del,Firman,Male,442580635,3,0,R1,E,G,G,G,G,G,B-,C+,B,C+,,,,,C,B+,,B-,B,B,,,C+,A,A,B,B,,B-
Hazelcrest PS,2390,Dorree,Treacy,Female,526919163,1,0,R1,S,S,S,S,G,S,D+,D,B-,B,,,,,D,,C+,C-,C,C-,,,C+,B-,B-,C+,C+,,B+
Hazelcrest PS,2390,Thane,Dalgarno,Male,914562962,5,0,R1,S,S,S,S,S,S,C-,C,C-,C,C+,C+,A,,C+,D,,C-,D+,C-,,,C,B,B,,B,D-,B
Hazelcrest PS,2390,Ina,Ridsdale,Female,841129074,3,0,R1,G,G,N,S,S,G,C,C,B,C,,,,,B-,B,,B-,C,B,,,C,A,B,B,,A-,B-
Hazelcrest PS,2390,Brandtr,Ilden,Male,333877989,2,0,R1,G,S,G,G,G,S,A,B-,B+,B+,,,,,A-,B,B+,A-,A,B-,,,A-,A,A,A,A,,B+
Hazelcrest PS,2390,Wilmette,Woodwind,Female,317769079,8,0,R1,G,G,G,G,G,G,78,75,80,78,90,85,85,78,64,75,,72,72,71,,,,81,87,,80,84,80
Hazelcrest PS,2390,Jermayne,Tunkin,Male,202298663,6,0,R1,G,E,G,G,E,G,C+,C+,B,B,C,B+,B,B+,B+,B-,,B,A-,B,,,B+,B,B,,A-,C,B
Hazelcrest PS,2390,Chaim,Alliot,Male,401455588,5,0,R1,S,G,G,S,G,G,B-,C-,B-,C,B+,B+,A,,C+,B,,B,B-,B-,,,C-,B,B+,,C,D-,B
Hazelcrest PS,2390,Asia,Kobierzycki,Female,642803015,7,0,R1,G,S,G,E,G,G,83,80,85,80,78,88,85,85,60,72,,80,75,68,,,,81,77,,78,70,83
Hazelcrest PS,2390,La verne,Strank,Female,623246903,4,0,R1,E,E,G,E,G,E,A-,B,B+,B-,B+,A-,,,A-,A-,,A,A-,B+,,,A-,A,B-,A,,B,B-
Hazelcrest PS,2390,Tirrell,Maplestone,Male,763558175,5,0,R1,G,G,G,G,G,G,B-,C+,B-,B-,A-,A-,A,,B+,B,,B+,B+,B-,,,C,B,A-,,B,B+,B
Hazelcrest PS,2390,Fran,Melbourne,Male,708359161,6,0,R1,E,E,E,E,E,E,B+,A-,A,A,A-,A+,A,A-,A-,A-,,A-,A-,A-,,,A,A,A-,,A,A+,A
Hazelcrest PS,2390,Suzie,Vines,Female,837079729,6,0,R1,E,E,E,E,E,E,B+,A-,A,A,A,A+,A,B+,A-,A-,,A-,A-,A-,,,A,A,A-,,A,A+,A
Hazelcrest PS,2390,Margi,Peat,Female,864027806,3,0,R1,G,G,G,G,G,S,C,B,B,B,,,,,A,B+,,A,A,B+,,,B-,B+,B,B,B-,,A-
Hazelcrest PS,2390,Ardyce,Dymoke,Female,917500206,7,0,R1,E,E,E,E,E,E,84,85,82,83,75,95,78,78,87,77,,93,90,92,,,,83,88,,84,74,83
Hazelcrest PS,2390,Gerardo,Cuss,Male,459052452,6,0,R1,G,S,G,G,G,S,C+,C,C,B,A-,B+,B,B,C-,D+,,C,C-,D,,,C,B,B-,,B-,B-,B-
Hazelcrest PS,2390,Dulcea,Cobbin,Female,177771586,7,0,R1,S,G,G,G,S,S,78,76,70,68,83,85,90,88,77,70,,62,77,73,,,,76,73,,80,93,84
Hazelcrest PS,2390,Martica,Hotson,Female,620587119,3,0,R1,G,G,G,S,S,G,B,C+,B-,B-,,,,,A-,B+,,A,B-,B,,,B,A,B,C,B,,A-
Hazelcrest PS,2390,Reeva,Froude,Female,155677577,3,0,R1,E,G,G,G,G,G,B,B,B,B,,,,,A,A,,A,A,B+,,,A,B+,B,B-,C+,,A-
Hazelcrest PS,2390,Yurik,Milburn,Male,462319755,1,0,R1,G,G,G,S,G,G,C+,C+,B-,B,,,,,A-,,C+,B+,B-,B,,,B-,B,B,B,B+,,C+
Hazelcrest PS,2390,Creigh,Caldwell,Male,310037470,4,0,R1,G,G,G,G,G,G,C,C,B,C,B,B-,,,C,B,,B-,C,B,,,B,B,B+,,A,B,B-
Hazelcrest PS,2390,Mirabella,Fetteplace,Female,368209108,7,0,R1,G,G,G,G,S,G,72,74,66,72,78,83,78,83,84,66,,70,72,69,,,,74,76,,86,86,76
Hazelcrest PS,2390,Brnaba,Plover,Male,172092208,8,0,R1,G,G,G,E,G,G,82,81,84,89,93,88,98,88,70,88,,74,67,81,,,,84,85,,86,84,84
Hazelcrest PS,2390,Amos,Renhard,Male,237298354,5,0,R1,E,E,E,G,G,E,B,B,B-,B,B,C+,A-,,B+,B-,,A,B+,B-,,,A-,A,B,,A,A,A-
Hazelcrest PS,2390,Bale,Wandrach,Male,447841235,8,0,R1,G,G,G,G,G,G,74,71,78,76,83,68,83,78,66,73,,85,77,66,,,,78,88,,74,70,80
Hazelcrest PS,2390,Irvine,Crimmins,Male,219035077,7,0,R1,G,G,S,G,G,S,62,66,57,61,65,73,68,58,68,67,,65,69,60,,,,66,82,,65,I,68
Hazelcrest PS,2390,Claiborne,Goudge,Male,482021614,7,0,R1,E,E,E,E,E,E,94,95,93,90,98,96,98,85,88,71,,95,87,97,,,,92,77,,90,93,95
Hazelcrest PS,2390,Earvin,Lindberg,Male,886909411,4,0,R1,G,G,G,G,G,G,B-,B-,B,B-,B+,B-,,,B,B+,,C,B+,B+,,,B+,A,B+,,B,B,B
Hazelcrest PS,2390,Idalina,Cage,Female,287067770,6,0,R1,S,G,G,S,E,G,C+,B-,B-,B-,B+,A+,B+,B+,B,C,,C+,C+,B-,,,B+,B,B,,A,A,B
Hazelcrest PS,2390,Mordecai,Quincey,Male,756190119,3,0,R1,E,E,G,E,E,E,B,B,B,B,,,,,A,B+,,A,A,B,,,B,A,A,A-,B+,,B+
Hazelcrest PS,2390,Lianne,Zanuciolii,Female,256903676,5,0,R1,E,E,E,E,E,E,A-,B+,B+,A,A+,A,A-,,A,A,,A,A,B+,,,A,A,B+,,A,A,A
Hazelcrest PS,2390,Red,Mirams,Male,689086476,3,0,R1,G,E,G,E,G,G,A,A,B+,A,,,,,A,A,,A,A,A,,,A-,A,B+,B+,B+,,A
Hazelcrest PS,2390,Leonhard,Bines,Male,683638956,7,0,R1,E,E,E,E,G,E,87,83,87,83,95,95,95,78,97,73,,82,88,87,,,,86,77,,92,93,88
Hazelcrest PS,2390,Nils,Van den Oord,Male,329257774,8,0,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hazelcrest PS,2390,Damita,Malden,Female,443917670,3,0,R1,S,G,G,S,S,S,B-,C+,B,C+,,,,,A-,B,,C,A,C+,,,B+,A,A,B,B,,C
Hazelcrest PS,2390,Xena,Delooze,Female,616856827,5,0,R1,E,E,E,E,E,G,B,B+,A,B+,A-,A+,A+,,A,B,,A,A,B+,,,B+,A,A,,A-,A,A
Hazelcrest PS,2390,Syman,Jirick,Male,183482778,8,0,R1,E,E,E,E,E,E,92,91,90,91,95,90,98,95,88,98,,96,97,96,,,,90,89,,82,88,90
Hazelcrest PS,2390,Terese,Yurenin,Female,697411643,3,0,R1,G,G,G,G,G,G,B,C,B,B-,,,,,A,A,,A,A,B,,,B+,B-,B+,B+,B,,B-
Hazelcrest PS,2390,Westbrook,Tallet,Male,697868282,7,0,R1,G,E,G,G,G,G,71,70,81,85,88,83,95,85,88,95,,85,93,91,,,,89,72,,80,95,88
Hazelcrest PS,2390,Brucie,Srawley,Male,622046045,1,0,R1,S,G,G,S,G,G,B,C+,B-,B,,,,,B,,B,B-,B-,B-,,,B-,B-,B-,B-,B,,C
Hazelcrest PS,2390,Rockie,Cotterel,Male,540055790,8,0,R1,E,G,E,E,E,G,95,95,91,98,93,93,98,90,90,98,,88,87,90,,,,93,95,,86,90,95
Hazelcrest PS,2390,Tiler,Romagosa,Male,927776023,7,0,R1,S,S,S,G,G,G,75,71,82,77,78,78,78,83,66,60,,53,71,70,,,,74,88,,78,68,78
Hazelcrest PS,2390,Holli,Roper,Female,564359498,6,0,R1,S,S,G,S,G,S,C+,C,B,C+,A,A+,A,B,C+,B-,,B-,B,B-,,,C+,B,B-,,B-,C,C+
Hazelcrest PS,2390,Tracy,Avramovich,Female,557985052,5,0,R1,G,G,G,G,E,G,B,B,B,B,A+,A+,A-,,B+,B+,,B-,B-,C-,,,B,A,B,,A,A-,B
Hazelcrest PS,2390,Ewen,Walklate,Male,950386698,1,0,R1,G,G,G,G,G,G,B-,B-,B,B,,,,,B,,B,C+,B-,B-,,,B-,B,C+,B+,B+,,C+
Hazelcrest PS,2390,Chrissy,Pedder,Female,424280811,3,0,R1,S,S,S,S,S,S,C+,B,B,B,,,,,B-,C+,,A,C,C+,,,B,B-,A,A,A-,,C-
Hazelcrest PS,2390,Hendrick,Ewdale,Male,899706828,1,0,R1,G,G,G,G,S,G,B+,B+,B,B+,,,,,A-,,B,B-,B+,B+,,,A-,A-,B+,B+,A-,,B+
Hazelcrest PS,2390,Vickie,Frearson,Female,915250127,1,0,R1,G,G,G,S,G,G,B,B,B+,B+,,,,,B+,,B+,B-,B,B-,,,B,B,A-,A-,A,,B+
Lighthouse Bay Elementary School,5429,Anatollo,Banham,Male,210947301,3,0,R1,E,E,E,E,G,G,B+,B+,B+,B+,,,,,A,A,,A,B+,A,,,A,A,A,A+,A,,B
Lighthouse Bay Elementary School,5429,Lela,Tustin,Female,408384197,3,0,R1,S,N,N,S,S,N,C-,C-,C+,C,,,,,C-,B,,C,C,C-,,,C,C,B,C,B,,C-
Lighthouse Bay Elementary School,5429,Stafford,Skellion,Male,121079860,1,0,R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighthouse Bay Elementary School,5429,Jonie,Fist,Female,677760578,2,0,R1,S,S,S,G,S,N,D,C,C-,B-,,,,,B-,B,,C-,C,B,,,B-,B,A-,B+,A-,,C+
Lighthouse Bay Elementary School,5429,Dania,Ferres,Female,678390448,8,0,R1,E,G,G,G,E,G,88,90,87,86,95,93,95,95,94,95,,94,97,87,,,,86,81,,82,84,86
Lighthouse Bay Elementary School,5429,Delmer,Ludwig,Male,700482498,4,0,R1,E,E,E,E,E,E,A-,A-,A,A,B+,A,,,A,B+,,A,A,A,,,A,A,B+,,A,A,B+
Lighthouse Bay Elementary School,5429,Nels,Abell,Male,730934381,6,0,R1,E,E,E,E,G,E,B+,A-,B+,A-,A-,A,A-,B+,A-,B,,A,A,B-,,,A,B+,B+,,A,A+,B+
Lighthouse Bay Elementary School,5429,Loreen,Shoesmith,Female,339389544,8,0,R1,G,S,S,S,G,G,74,71,77,75,75,75,88,75,63,63,,78,80,58,,,,78,87,,80,62,84
Lighthouse Bay Elementary School,5429,Aundrea,Gleadle,Female,474825064,5,0,R1,G,G,G,G,G,G,B-,C,B-,B,B+,B+,A,,A,A,,A,B+,A,,,C+,B,B,,A,D,B
Lighthouse Bay Elementary School,5429,Robers,Tureville,Male,990520158,3,0,R1,S,G,N,G,N,N,C,C+,B,B+,,,,,A,B,,B-,B,B-,,,B-,B-,B-,A+,,A,B-
Lighthouse Bay Elementary School,5429,Cassie,Dunsford,Male,250651960,5,0,R1,E,E,E,G,G,G,B-,B-,B,B,A,A,A,,B+,A,,A+,B-,B-,,,B-,B,B,,A,A-,B+
Lighthouse Bay Elementary School,5429,Alysa,Batchelar,Female,395344805,7,0,R1,S,S,S,G,G,G,74,70,83,75,73,85,83,83,66,85,,62,70,58,,,,73,89,,82,68,76
Lighthouse Bay Elementary School,5429,Sherman,Ugolotti,Male,424952077,8,0,R1,G,G,G,E,G,G,77,78,82,83,90,83,83,90,60,70,,58,84,58,,,,78,92,,84,88,90
Lighthouse Bay Elementary School,5429,Korella,Hightown,Female,297888022,3,0,R1,E,G,G,G,G,G,B,B,B,B,,,,,A,A,,A,A,B+,,,B+,B-,B,B,B-,,B
Lighthouse Bay Elementary School,5429,Dennie,Furley,Female,230105520,2,0,R1,E,E,E,E,E,E,A-,A-,A,A,,,,,A,A,,A,A,A,,,A,A,B+,A-,A,,B
Lighthouse Bay Elementary School,5429,Yvonne,Crilly,Female,588831788,8,0,R1,G,G,G,G,G,G,63,64,71,65,90,75,83,78,81,89,,94,83,62,,,,78,90,,85,78,82
Lighthouse Bay Elementary School,5429,Lori,Deverell,Female,723964154,3,0,R1,G,G,S,S,S,S,B-,B,B,B,,,,,B,B,,A,C-,C+,,,B+,A-,A,A+,A,,C+
Lighthouse Bay Elementary School,5429,Chryste,Maddin,Female,592570597,5,0,R1,S,G,G,S,G,S,C,B-,B-,B-,B+,A+,A,,B,B+,,A,B,D+,,,C+,B-,B,,B,D-,B
